Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
5,7,7,8,no,no,information security,database security,medium,excellent,Software Engineering,Systems Analysis,Cloud Services,yes,Series,Management,smart,yes,no,Systems Security Administrator
10,9,6,8,no,no,testing,testing,very good,excellent,data engineering,Robotics,Big Data Companies,yes,Mystery,Management,smart,no,yes,Software Quality Assurance (QA) / Testing
1,5,5,8,yes,yes,testing,testing,good,good,Software Engineering,Web Development,product development,no,Fantasy,Technical,hard,yes,yes,Software Quality Assurance (QA) / Testing
1,7,6,3,yes,yes,app development,web technologies,medium,very good,cloud computing,AI Research,Sales and Marketing,yes,Art,Management,smart,no,no,Applications Developer
6,9,6,4,yes,yes,app development,web technologies,good,poor,Management,Cybersecurity,Blockchain Technology Firms,yes,Poetry,Management,hard,yes,no,Applications Developer
5,1,1,3,yes,no,testing,system designing,poor,good,cloud computing,IoT Solutions,Finance,yes,Self help,Management,smart,yes,yes,Software Quality Assurance (QA) / Testing
7,9,3,10,no,no,information security,testing,good,poor,IOT,Big Data Analytics,SAaS services,no,Series,Management,hard,yes,no,Technical Support
4,7,7,3,no,no,app development,web technologies,poor,poor,networks,Software Development,Web Services,no,Childrens,Technical,hard,yes,yes,Web Developer
7,0,8,1,yes,yes,full stack,cloud computing,very good,poor,parallel computing,Data Science,Service Based,no,Art,Management,hard,no,yes,Applications Developer
4,2,6,10,no,no,app development,cloud computing,very good,excellent,parallel computing,IoT Solutions,Testing and Maintainance Services,yes,Self help,Management,hard,yes,no,Mobile Applications Developer
4,8,10,8,yes,no,shell programming,system designing,poor,poor,data engineering,Cybersecurity,Cloud Services,no,Dictionaries,Management,smart,no,yes,CRM Technical Developer
8,3,4,7,yes,yes,r programming,web technologies,good,poor,networks,AI Research,Software Development Firms,no,Series,Management,hard,yes,no,Software Engineer
6,7,7,1,no,yes,app development,game development,very good,poor,hacking,Cloud Computing,IoT Startups,yes,Series,Management,hard,yes,yes,Mobile Applications Developer
9,3,7,7,yes,yes,python,data science,medium,excellent,data engineering,Software Development,Service Based,no,Horror,Technical,smart,no,no,CRM Technical Developer
10,8,8,5,yes,yes,full stack,game development,very good,excellent,IOT,Systems Analysis,IoT Startups,no,Guide,Technical,hard,no,no,Mobile Applications Developer
2,9,9,7,yes,no,app development,cloud computing,very good,excellent,programming,Cloud Computing,Systems Analysis Firms,no,Cookbooks,Technical,smart,yes,yes,UX Designer
10,5,3,8,no,yes,full stack,cloud computing,poor,good,Software Engineering,Big Data Analytics,AI Research Labs,yes,Horror,Technical,smart,no,yes,Applications Developer
4,4,4,10,no,yes,full stack,web technologies,good,very good,hacking,Big Data Analytics,Testing and Maintainance Services,yes,Mystery,Technical,hard,no,yes,Web Developer
2,6,4,7,yes,no,information security,testing,very good,very good,Computer Architecture,Robotics,Cloud Services,no,Autobiographies,Technical,smart,yes,yes,Technical Support
1,7,5,4,no,no,information security,database security,very good,good,Management,Machine Learning,Sales and Marketing,no,Drama,Management,hard,yes,yes,Systems Security Administrator
2,8,6,9,yes,yes,full stack,game development,good,poor,IOT,DevOps,Data Science Firms,no,Self help,Technical,smart,yes,yes,Mobile Applications Developer
6,8,9,5,no,no,full stack,system designing,excellent,very good,Management,IoT Solutions,product development,yes,Comics,Technical,smart,yes,no,Software Engineer
4,3,9,6,no,no,full stack,web technologies,medium,excellent,parallel computing,Systems Analysis,BPA,yes,Fantasy,Technical,smart,yes,yes,Software Developer
10,10,6,1,no,no,information security,testing,excellent,very good,IOT,Machine Learning,product development,yes,Biographies,Technical,hard,no,yes,Technical Support
8,3,10,9,yes,yes,information security,database security,very good,good,Management,AI Research,Product based,yes,History,Management,hard,no,yes,Network Security Engineer
1,6,1,8,yes,yes,information security,database security,excellent,excellent,cloud computing,Robotics,Cybersecurity Firms,no,Science,Management,hard,no,yes,Systems Security Administrator
4,1,4,8,no,yes,information security,database security,medium,poor,IOT,DevOps,Big Data Companies,yes,Comics,Management,hard,no,no,Systems Security Administrator
3,1,5,5,yes,yes,r programming,system designing,excellent,good,parallel computing,Quantum Computing,SAaS services,yes,Health,Management,hard,yes,no,Software Engineer
1,6,7,7,yes,no,testing,testing,excellent,excellent,Software Engineering,Systems Analysis,SAaS services,no,Comics,Management,smart,no,yes,Software Quality Assurance (QA) / Testing
9,6,2,3,no,no,shell programming,system designing,very good,excellent,Computer Architecture,Software Development,BPA,yes,Childrens,Management,hard,no,yes,CRM Technical Developer
2,4,5,7,no,yes,app development,cloud computing,excellent,good,cloud computing,Web Development,Software Development Firms,no,Art,Management,hard,no,no,Mobile Applications Developer
9,7,1,9,no,no,r programming,system designing,very good,very good,networks,AI Research,Product based,yes,Horror,Management,smart,yes,yes,Software Engineer
2,2,4,8,no,no,testing,testing,very good,good,parallel computing,Software Development,Sales and Marketing,yes,Childrens,Technical,smart,no,no,Software Quality Assurance (QA) / Testing
5,7,1,7,yes,no,testing,system designing,excellent,very good,cloud computing,Cloud Computing,BPA,no,Biographies,Technical,hard,no,no,Software Quality Assurance (QA) / Testing
6,4,8,10,no,yes,app development,cloud computing,excellent,poor,data engineering,AI Research,Blockchain Technology Firms,no,Biographies,Technical,smart,yes,no,UX Designer
10,7,2,8,no,no,shell programming,database security,very good,poor,networks,Big Data Analytics,Systems Analysis Firms,yes,Drama,Technical,smart,yes,no,Database Developer
9,4,2,3,yes,yes,full stack,game development,very good,poor,networks,Cybersecurity,Testing and Maintainance Services,yes,History,Technical,smart,yes,no,Mobile Applications Developer
2,0,3,5,yes,yes,app development,cloud computing,excellent,good,data engineering,DevOps,Cloud Services,yes,Guide,Management,smart,yes,yes,Mobile Applications Developer
5,2,4,9,no,yes,hadoop,data science,good,poor,programming,Software Development,SAaS services,no,Travel,Technical,smart,no,no,Database Developer
1,0,10,9,no,yes,app development,game development,excellent,good,Software Engineering,Systems Analysis,Data Science Firms,yes,Guide,Management,smart,yes,yes,Mobile Applications Developer
5,7,2,9,no,yes,python,system designing,excellent,very good,Management,Quantum Computing,product development,yes,History,Management,smart,yes,no,CRM Technical Developer
5,10,6,3,yes,no,testing,testing,poor,good,hacking,Software Development,Software Development Firms,no,Health,Technical,smart,no,no,Software Quality Assurance (QA) / Testing
8,0,6,9,no,yes,shell programming,database security,very good,poor,networks,Cloud Computing,Testing and Maintainance Services,yes,Guide,Technical,hard,yes,no,Database Developer
4,9,3,9,yes,no,information security,database security,poor,excellent,cloud computing,Quantum Computing,Sales and Marketing,no,Guide,Technical,hard,yes,yes,Systems Security Administrator
2,1,9,4,yes,no,app development,web technologies,excellent,good,hacking,Robotics,Product based,no,Drama,Technical,smart,yes,yes,Applications Developer
4,3,5,1,no,no,full stack,web technologies,medium,poor,programming,Robotics,Systems Analysis Firms,no,History,Management,smart,yes,yes,Web Developer
6,5,7,4,no,no,app development,web technologies,poor,very good,IOT,Software Development,Cybersecurity Firms,no,Fantasy,Technical,hard,yes,yes,Web Developer
6,1,6,4,no,yes,app development,web technologies,very good,poor,Computer Architecture,DevOps,Data Science Firms,yes,Drama,Management,hard,no,yes,Applications Developer
7,1,10,3,yes,yes,full stack,web technologies,good,excellent,data engineering,Quantum Computing,product development,yes,Biographies,Management,smart,no,no,Software Developer
4,3,4,10,yes,no,testing,system designing,poor,poor,programming,IoT Solutions,IoT Startups,yes,Art,Management,smart,yes,yes,Software Quality Assurance (QA) / Testing
8,8,8,10,no,yes,testing,testing,good,good,cloud computing,IoT Solutions,BPA,no,Poetry,Management,smart,yes,no,Software Quality Assurance (QA) / Testing
8,9,7,9,no,no,testing,system designing,medium,very good,data engineering,AI Research,Blockchain Technology Firms,no,Guide,Technical,hard,no,yes,Software Quality Assurance (QA) / Testing
1,4,5,5,no,yes,r programming,web technologies,medium,poor,Software Engineering,Blockchain Development,Cybersecurity Firms,no,Cookbooks,Management,hard,no,yes,Software Engineer
6,7,9,2,no,no,app development,cloud computing,very good,very good,hacking,Systems Analysis,Data Science Firms,no,Journals,Management,hard,no,yes,Applications Developer
4,1,10,5,no,yes,app development,web technologies,poor,good,cloud computing,Robotics,Systems Analysis Firms,no,Dictionaries,Technical,hard,no,yes,Applications Developer
9,0,6,9,yes,no,information security,database security,excellent,poor,parallel computing,Cloud Computing,Systems Analysis Firms,yes,Action and Adventure,Technical,hard,yes,no,Systems Security Administrator
2,0,7,8,yes,no,app development,web technologies,poor,good,networks,IoT Solutions,Cybersecurity Firms,no,History,Management,smart,yes,no,Web Developer
1,10,6,2,no,no,information security,hacking,good,poor,Software Engineering,Software Development,Data Science Firms,no,Comics,Management,hard,yes,no,Technical Support
7,5,7,8,no,no,app development,web technologies,good,good,IOT,IoT Solutions,Software Development Firms,yes,Action and Adventure,Technical,smart,yes,no,Applications Developer
2,9,10,5,no,yes,full stack,web technologies,good,excellent,parallel computing,Blockchain Development,IoT Startups,yes,Autobiographies,Management,smart,no,no,Software Engineer
5,10,8,1,no,yes,full stack,web technologies,medium,good,Software Engineering,Big Data Analytics,Cloud Services,yes,Autobiographies,Management,hard,no,no,Software Engineer
7,2,2,9,no,no,testing,testing,medium,very good,Computer Architecture,Big Data Analytics,Cybersecurity Firms,yes,Self help,Management,hard,no,yes,Software Quality Assurance (QA) / Testing
6,9,7,5,yes,no,information security,database security,medium,poor,Management,Systems Analysis,Testing and Maintainance Services,yes,Mystery,Management,hard,yes,yes,Network Security Engineer
10,4,9,4,no,no,full stack,web technologies,medium,very good,IOT,Blockchain Development,Web Services,no,Horror,Management,hard,no,yes,Web Developer
3,9,4,6,yes,no,information security,hacking,excellent,excellent,networks,Machine Learning,Web Services,yes,Poetry,Technical,smart,no,no,Technical Support
2,3,5,9,yes,yes,hadoop,data science,good,good,networks,Cloud Computing,Software Development Firms,yes,Series,Management,hard,no,yes,Database Developer
7,2,4,8,no,no,testing,system designing,poor,poor,Computer Architecture,Software Development,Service Based,yes,History,Management,smart,yes,no,Software Quality Assurance (QA) / Testing
5,10,6,7,yes,no,information security,database security,medium,very good,Software Engineering,Big Data Analytics,IoT Startups,no,Self help,Management,hard,yes,yes,Systems Security Administrator
7,8,2,2,yes,yes,information security,database security,medium,very good,Management,Cloud Computing,Web Services,no,Comics,Management,smart,no,no,Systems Security Administrator
5,2,6,1,no,yes,hadoop,database security,poor,very good,parallel computing,Machine Learning,SAaS services,yes,Action and Adventure,Management,hard,yes,no,Database Developer
6,9,6,8,no,no,full stack,web technologies,good,excellent,hacking,AI Research,BPA,yes,Series,Technical,hard,yes,yes,Web Developer
9,3,8,5,no,yes,testing,system designing,very good,good,programming,Cloud Computing,Sales and Marketing,no,Science fiction,Management,hard,yes,no,Software Quality Assurance (QA) / Testing
9,3,3,4,yes,yes,shell programming,data science,very good,very good,programming,Cloud Computing,Big Data Companies,no,Math,Technical,smart,no,yes,Database Developer
10,9,7,1,no,no,full stack,web technologies,poor,good,Computer Architecture,Big Data Analytics,Cybersecurity Firms,yes,Dictionaries,Technical,hard,no,no,Software Developer
6,3,3,7,yes,yes,testing,system designing,excellent,excellent,parallel computing,Cybersecurity,BPA,yes,Childrens,Technical,smart,no,no,Software Quality Assurance (QA) / Testing
7,7,3,4,no,yes,python,data science,medium,excellent,hacking,Cloud Computing,Testing and Maintainance Services,yes,Childrens,Technical,hard,no,yes,CRM Technical Developer
4,10,5,8,no,no,app development,game development,good,very good,IOT,Robotics,Systems Analysis Firms,no,Action and Adventure,Technical,hard,no,no,UX Designer
4,10,10,9,no,no,full stack,web technologies,excellent,poor,Management,Robotics,product development,yes,History,Management,smart,yes,no,Web Developer
